recipe_key,language,title,cooking_instructions,calories,proteins_g,carbs_g,fats_g,servings,cooking_time_minutes,ingredients,tags
mushroom-cheese-omelette,uk,Омлет з грибами та тягучим сиром,"Гриби наріжте пластинками.|Розігрійте сковороду з вершковим маслом, обсмажте гриби до рум'яності.|Яйця збийте з молоком, сіллю та перцем.|Залийте гриби яєчною сумішшю.|Посипте тертим сиром, накрийте кришкою і готуйте 7–10 хвилин на слабкому вогні.",480,32,6,36,1,15,Яйця:3:pcs;Печериці:100:g;Твердий сир:50:g;Молоко:2:tbsp;Вершкове масло:10:g;Сіль:1:tsp;Чорний перець:1:tsp,сніданок
mushroom-cheese-omelette,vi,Trứng ốp la nấm và phô mai tan chảy,"Cắt nấm thành lát mỏng.|Đun nóng chảo với bơ, xào nấm đến vàng.|Đánh trứng với sữa, muối và tiêu.|Đổ hỗn hợp trứng lên nấm.|Rắc phô mai bào, đậy nắp và nấu 7-10 phút trên lửa nhỏ.",480,32,6,36,1,15,Trứng:3:pcs;Nấm:100:g;Phô mai cứng:50:g;Sữa:2:tbsp;Bơ:10:g;Muối:1:tsp;Tiêu đen:1:tsp,bữa sáng
mushroom-cheese-omelette,zh-Hans,蘑菇融化芝士煎蛋卷,将蘑菇切片。|用黄油加热平底锅，将蘑菇煎至金黄。|将鸡蛋与牛奶、盐和胡椒粉搅拌均匀。|将蛋液倒在蘑菇上。|撒上磨碎的奶酪，盖上锅盖，小火煮7-10分钟。,480,32,6,36,1,15,鸡蛋:3:pcs;蘑菇:100:g;硬质奶酪:50:g;牛奶:2:tbsp;黄油:10:g;盐:1:tsp;黑胡椒:1:tsp,早餐
poached-eggs-cream-cheese-toast,ar,بيض مسلوق على توست مع جبنة كريمية,اغلِ الماء، أضف الخل وخفّف النار.|اكسر البيض بلطف في الماء واطبخ لمدة 2.5-3 دقائق.|حمّص الخبز حتى يصبح ذهبيًا.|ادهن التوست بالجبنة الكريمية.|ضع البيض المسلوق فوقه وتبّل بالملح والفلفل.,420,22,28,28,1,15,بيض:2:pcs;خبز حبوب كاملة:1:pcs;جبنة كريمية:40:g;خل:1:tsp;ملح:1:tsp;فلفل:1:tsp,فطور
poached-eggs-cream-cheese-toast,de,Pochierte Eier auf Toast mit Frischkäse,"Wasser zum Kochen bringen, Essig hinzufügen und Hitze reduzieren.|Eier vorsichtig ins Wasser gleiten lassen und 2,5-3 Minuten garen.|Brot goldbraun toasten.|Frischkäse auf den Toast streichen.|Pochierte Eier darauflegen, mit Salz und Pfeffer würzen.",420,22,28,28,1,15,Eier:2:pcs;Vollkornbrot:1:pcs;Frischkäse:40:g;Essig:1:tsp;Salz:1:tsp;Pfeffer:1:tsp,Frühstück
poached-eggs-cream-cheese-toast,en,Poached Eggs on Toast with Cream Cheese,"Bring water to a boil, add vinegar and reduce heat.|Gently crack eggs into water, cook for 2.5-3 minutes.|Toast bread until golden.|Spread cream cheese on toast.|Place poached eggs on top, season with salt and pepper.",420,22,28,28,1,15,Eggs:2:pcs;Whole grain bread:1:pcs;Cream cheese:40:g;Vinegar:1:tsp;Salt:1:tsp;Pepper:1:tsp,breakfast
poached-eggs-cream-cheese-toast,es,Huevos escalfados sobre tostada con queso crema,"Hervir agua, añadir vinagre y reducir el fuego.|Romper los huevos con cuidado en el agua y cocinar 2,5-3 minutos.|Tostar el pan hasta que esté dorado.|Untar el queso crema en la tostada.|Colocar los huevos escalfados encima, sazonar con sal y pimienta.",420,22,28,28,1,15,Huevos:2:pcs;Pan integral:1:pcs;Queso crema:40:g;Vinagre:1:tsp;Sal:1:tsp;Pimienta:1:tsp,desayuno
poached-eggs-cream-cheese-toast,fr,Œufs pochés sur toast au fromage frais,"Porter l'eau à ébullition, ajouter le vinaigre et réduire le feu.|Casser délicatement les œufs dans l'eau et cuire 2,5-3 minutes.|Griller le pain jusqu'à ce qu'il soit doré.|Tartiner le toast de fromage frais.|Déposer les œufs pochés dessus, assaisonner de sel et poivre.",420,22,28,28,1,15,Œufs:2:pcs;Pain complet:1:pcs;Fromage frais:40:g;Vinaigre:1:tsp;Sel:1:tsp;Poivre:1:tsp,"
petit-déjeuner"
poached-eggs-cream-cheese-toast,he,ביצים עלומות על טוסט עם גבינת שמנת,"הביאו מים לרתיחה, הוסיפו חומץ והנמיכו את האש.|שברו בעדינות ביצים לתוך המים, בשלו 2.5-3 דקות.|קלו את הלחם עד להזהבה.|מרחו גבינת שמנת על הטוסט.|הניחו את הביצים העלומות מעל, תבלו במלח ופלפל.",420,22,28,28,1,15,ביצים:2:pcs;לחם מחיטה מלאה:1:pcs;גבינת שמנת:40:g;חומץ:1:tsp;מלח:1:tsp;פלפל:1:tsp,ארוחת בוקר
poached-eggs-cream-cheese-toast,hi,क्रीम चीज़ टोस्ट पर पोच्ड एग,"पानी उबालें, सिरका डालें और आँच कम करें।|धीरे से अंडे पानी में फोड़ें, 2.5-3 मिनट पकाएँ।|ब्रेड को सुनहरा होने तक टोस्ट करें।|टोस्ट पर क्रीम चीज़ लगाएँ।|पोच्ड एग ऊपर रखें, नमक और काली मिर्च से सजाएँ।",420,22,28,28,1,15,अंडे:2:pcs;साबुत अनाज की ब्रेड:1:pcs;क्रीम चीज़:40:g;सिरका:1:tsp;नमक:1:tsp;काली मिर्च:1:tsp,नाश्ता
poached-eggs-cream-cheese-toast,id,Telur Rebus Setengah Matang di Atas Roti Panggang dengan Krim Keju,"Didihkan air, tambahkan cuka dan kecilkan api.|Pecahkan telur dengan hati-hati ke dalam air, masak selama 2,5-3 menit.|Panggang roti hingga keemasan.|Oleskan krim keju pada roti panggang.|Letakkan telur di atas, bumbui dengan garam dan merica.",420,22,28,28,1,15,Telur:2:pcs;Roti gandum utuh:1:pcs;Krim keju:40:g;Cuka:1:tsp;Garam:1:tsp;Merica:1:tsp,sarapan
poached-eggs-cream-cheese-toast,it,Uova in camicia su toast con formaggio cremoso,"Portare l'acqua a ebollizione, aggiungere l'aceto e ridurre il fuoco.|Rompere delicatamente le uova nell'acqua e cuocere per 2,5-3 minuti.|Tostare il pane fino a doratura.|Spalmare il formaggio cremoso sul toast.|Adagiare le uova in camicia sopra, condire con sale e pepe.",420,22,28,28,1,15,Uova:2:pcs;Pane integrale:1:pcs;Formaggio cremoso:40:g;Aceto:1:tsp;Sale:1:tsp;Pepe:1:tsp,colazione
poached-eggs-cream-cheese-toast,ja,クリームチーズトーストのポーチドエッグ,水を沸騰させ、酢を加えて火を弱める。|卵をそっと水に割り入れ、2.5〜3分茹でる。|パンをきつね色にトーストする。|トーストにクリームチーズを塗る。|ポーチドエッグをのせ、塩とコショウで味付けする。,420,22,28,28,1,15,卵:2:pcs;全粒粉パン:1:pcs;クリームチーズ:40:g;酢:1:tsp;塩:1:tsp;コショウ:1:tsp,朝食
poached-eggs-cream-cheese-toast,ko,크림치즈 토스트 위 수란,물을 끓이고 식초를 넣은 뒤 불을 줄인다.|달걀을 조심스럽게 물에 깨뜨려 넣고 2.5-3분간 익힌다.|빵을 노릇하게 굽는다.|토스트에 크림치즈를 바른다.|수란을 올리고 소금과 후추로 간한다.,420,22,28,28,1,15,달걀:2:pcs;통밀빵:1:pcs;크림치즈:40:g;식초:1:tsp;소금:1:tsp;후추:1:tsp,아침식사
poached-eggs-cream-cheese-toast,nl,Gepocheerde eieren op toast met roomkaas,"Breng water aan de kook, voeg azijn toe en verlaag het vuur.|Breek de eieren voorzichtig in het water en kook 2,5-3 minuten.|Toast het brood tot het goudbruin is.|Besmeer de toast met roomkaas.|Leg de gepocheerde eieren erop, breng op smaak met zout en peper.",420,22,28,28,1,15,Eieren:2:pcs;Volkoren brood:1:pcs;Roomkaas:40:g;Azijn:1:tsp;Zout:1:tsp;Peper:1:tsp,ontbijt
poached-eggs-cream-cheese-toast,pl,Jajka po benedyktyńsku na toście z serkiem kremowym,"Zagotuj wodę, dodaj ocet i zmniejsz ogień.|Delikatnie wbij jajka do wody i gotuj przez 2,5-3 minuty.|Opiecz chleb na złoty kolor.|Posmaruj tost serkiem kremowym.|Ułóż jajka paszot na wierzchu, dopraw solą i pieprzem.",420,22,28,28,1,15,Jajka:2:pcs;Chleb pełnoziarnisty:1:pcs;Serek kremowy:40:g;Ocet:1:tsp;Sól:1:tsp;Pieprz:1:tsp,śniadanie
poached-eggs-cream-cheese-toast,pt-BR,Ovos pochê na torrada com cream cheese,"Ferva a água, adicione vinagre e reduza o fogo.|Quebre os ovos delicadamente na água e cozinhe por 2,5-3 minutos.|Torre o pão até dourar.|Passe cream cheese na torrada.|Coloque os ovos pochê por cima, tempere com sal e pimenta.",420,22,28,28,1,15,Ovos:2:pcs;Pão integral:1:pcs;Cream cheese:40:g;Vinagre:1:tsp;Sal:1:tsp;Pimenta:1:tsp,café da manhã
poached-eggs-cream-cheese-toast,ru,Яйца пашот на тосте с крем-сыром,"Вскипятите воду, добавьте уксус и уменьшите огонь.|Аккуратно разбейте яйца в воду и варите 2,5-3 минуты.|Подсушите хлеб до золотистой корочки.|Намажьте тост крем-сыром.|Выложите яйца пашот сверху, приправьте солью и перцем.",420,22,28,28,1,15,Яйца:2:pcs;Цельнозерновой хлеб:1:pcs;Крем-сыр:40:g;Уксус:1:tsp;Соль:1:tsp;Перец:1:tsp,завтрак
poached-eggs-cream-cheese-toast,th,ไข่ดาวน้ำบนขนมปังปิ้งกับครีมชีส,ต้มน้ำให้เดือด เติมน้ำส้มสายชู แล้วลดไฟ|ค่อยๆ ตอกไข่ลงในน้ำ ต้ม 2.5-3 นาที|ปิ้งขนมปังจนเหลืองทอง|ทาครีมชีสบนขนมปังปิ้ง|วางไข่ดาวน้ำด้านบน ปรุงรสด้วยเกลือและพริกไทย,420,22,28,28,1,15,ไข่:2:pcs;ขนมปังโฮลวีต:1:pcs;ครีมชีส:40:g;น้ำส้มสายชู:1:tsp;เกลือ:1:tsp;พริกไทย:1:tsp,อาหารเช้า
poached-eggs-cream-cheese-toast,tr,Krem Peynirli Tost Üstü Poşe Yumurta,"Suyu kaynatın, sirke ekleyin ve ateşi kısın.|Yumurtaları nazikçe suya kırın ve 2,5-3 dakika pişirin.|Ekmeği altın rengi olana kadar kızartın.|Tosta krem peynir sürün.|Poşe yumurtaları üzerine koyun, tuz ve biberle tatlandırın.",420,22,28,28,1,15,Yumurta:2:pcs;Tam buğday ekmeği:1:pcs;Krem peynir:40:g;Sirke:1:tsp;Tuz:1:tsp;Biber:1:tsp,kahvaltı
poached-eggs-cream-cheese-toast,uk,Яйця пашот на тості з крем-сиром,"Закип'ятіть воду, додайте оцет і зменшіть вогонь.|Обережно вбийте яйця у воду, варіть 2,5–3 хвилини.|Хліб підсушіть до золотистої скоринки.|Намажте тост крем-сиром.|Викладіть яйця пашот, приправте сіллю та перцем.",420,22,28,28,1,15,Яйця:2:pcs;Хліб цільнозерновий:1:pcs;Крем-сир:40:g;Оцет:1:tsp;Сіль:1:tsp;Перець:1:tsp,сніданок
poached-eggs-cream-cheese-toast,vi,Trứng chần trên bánh mì nướng với phô mai kem,"Đun sôi nước, thêm giấm và giảm lửa.|Nhẹ nhàng đập trứng vào nước, nấu 2,5-3 phút.|Nướng bánh mì đến vàng giòn.|Phết phô mai kem lên bánh mì nướng.|Đặt trứng chần lên trên, nêm muối và tiêu.",420,22,28,28,1,15,Trứng:2:pcs;Bánh mì nguyên cám:1:pcs;Phô mai kem:40:g;Giấm:1:tsp;Muối:1:tsp;Tiêu:1:tsp,bữa sáng
poached-eggs-cream-cheese-toast,zh-Hans,奶油芝士吐司配水波蛋,将水烧开，加入醋并调小火。|轻轻将鸡蛋打入水中，煮2.5-3分钟。|将面包烤至金黄。|在吐司上涂抹奶油芝士。|将水波蛋放在上面，用盐和胡椒调味。,420,22,28,28,1,15,鸡蛋:2:pcs;全麦面包:1:pcs;奶油芝士:40:g;醋:1:tsp;盐:1:tsp;胡椒:1:tsp,早餐
baked-eggs-in-avocado,ar,بيض مخبوز في الأفوكادو,قطّع الأفوكادو إلى نصفين وأزل النواة.|إذا لزم الأمر، وسّع التجويف قليلاً بالملعقة.|اكسر بيضة في كل نصف.|اخبز على 180 درجة مئوية لمدة 12-15 دقيقة.|قدّم مع الأعشاب الطازجة.,410,18,14,32,1,20,أفوكادو:1:pcs;بيض:2:pcs;ملح:1:tsp;فلفل:1:tsp;أعشاب طازجة:10:g,فطور
baked-eggs-in-avocado,de,Im Ofen gebackene Eier in Avocado,Avocado halbieren und den Kern entfernen.|Bei Bedarf die Vertiefung mit einem Löffel etwas vergrößern.|In jede Hälfte ein Ei aufschlagen.|Bei 180°C 12-15 Minuten backen.|Mit frischen Kräutern servieren.,410,18,14,32,1,20,Avocado:1:pcs;Eier:2:pcs;Salz:1:tsp;Pfeffer:1:tsp;Frische Kräuter:10:g,Frühstück
baked-eggs-in-avocado,en,Baked Eggs in Avocado,"Cut avocado in half, remove the pit.|If needed, slightly enlarge the cavity with a spoon.|Crack an egg into each half.|Bake at 180°C for 12-15 minutes.|Serve with fresh herbs.",410,18,14,32,1,20,Avocado:1:pcs;Eggs:2:pcs;Salt:1:tsp;Pepper:1:tsp;Fresh herbs:10:g,breakfast
baked-eggs-in-avocado,es,Huevos horneados en aguacate,"Cortar el aguacate por la mitad y retirar el hueso.|Si es necesario, agrandar ligeramente la cavidad con una cuchara.|Romper un huevo en cada mitad.|Hornear a 180°C durante 12-15 minutos.|Servir con hierbas frescas.",410,18,14,32,1,20,Aguacate:1:pcs;Huevos:2:pcs;Sal:1:tsp;Pimienta:1:tsp;Hierbas frescas:10:g,desayuno
baked-eggs-in-avocado,fr,Œufs cuits au four dans l'avocat,"Couper l'avocat en deux et retirer le noyau.|Si nécessaire, agrandir légèrement la cavité avec une cuillère.|Casser un œuf dans chaque moitié.|Cuire au four à 180°C pendant 12-15 minutes.|Servir avec des herbes fraîches.",410,18,14,32,1,20,Avocat:1:pcs;Œufs:2:pcs;Sel:1:tsp;Poivre:1:tsp;Herbes fraîches:10:g,"
petit-déjeuner"
baked-eggs-in-avocado,he,ביצים אפויות באבוקדו,"חתכו את האבוקדו לשניים והסירו את הגלעין.|במידת הצורך, הרחיבו מעט את החלל בעזרת כפית.|שברו ביצה לתוך כל חצי.|אפו ב-180 מעלות למשך 12-15 דקות.|הגישו עם עשבי תיבול טריים.",410,18,14,32,1,20,אבוקדו:1:pcs;ביצים:2:pcs;מלח:1:tsp;פלפל:1:tsp;עשבי תיבול טריים:10:g,ארוחת בוקר
baked-eggs-in-avocado,hi,एवोकाडो में बेक्ड अंडे,"एवोकाडो को आधा काटें और गुठली निकालें।|यदि आवश्यक हो, चम्मच से गड्ढे को थोड़ा बड़ा करें।|हर आधे हिस्से में एक अंडा फोड़ें।|180°C पर 12-15 मिनट बेक करें।|ताज़ी जड़ी-बूटियों के साथ परोसें।",410,18,14,32,1,20,एवोकाडो:1:pcs;अंडे:2:pcs;नमक:1:tsp;काली मिर्च:1:tsp;ताज़ी जड़ी-बूटियाँ:10:g,नाश्ता
baked-eggs-in-avocado,id,Telur Panggang dalam Alpukat,"Potong alpukat menjadi dua bagian dan buang bijinya.|Jika perlu, perbesar lubangnya sedikit dengan sendok.|Pecahkan telur ke dalam setiap bagian.|Panggang pada suhu 180°C selama 12-15 menit.|Sajikan dengan herba segar.",410,18,14,32,1,20,Alpukat:1:pcs;Telur:2:pcs;Garam:1:tsp;Merica:1:tsp;Herba segar:10:g,sarapan
baked-eggs-in-avocado,it,Uova al forno nell'avocado,"Tagliare l'avocado a metà e rimuovere il nocciolo.|Se necessario, allargare leggermente la cavità con un cucchiaio.|Rompere un uovo in ogni metà.|Cuocere in forno a 180°C per 12-15 minuti.|Servire con erbe fresche.",410,18,14,32,1,20,Avocado:1:pcs;Uova:2:pcs;Sale:1:tsp;Pepe:1:tsp;Erbe fresche:10:g,colazione
baked-eggs-in-avocado,ja,アボカドのベイクドエッグ,アボカドを半分に切り、種を取り除く。|必要に応じてスプーンでくぼみを少し広げる。|各半分に卵を割り入れる。|180°Cで12〜15分焼く。|フレッシュハーブを添えて盛り付ける。,410,18,14,32,1,20,アボカド:1:pcs;卵:2:pcs;塩:1:tsp;コショウ:1:tsp;フレッシュハーブ:10:g,朝食
baked-eggs-in-avocado,ko,아보카도에 구운 달걀,아보카도를 반으로 자르고 씨를 제거한다.|필요하면 숟가락으로 홈을 약간 넓힌다.|각 반쪽에 달걀을 깨뜨려 넣는다.|180°C에서 12-15분간 굽는다.|신선한 허브와 함께 서빙한다.,410,18,14,32,1,20,아보카도:1:pcs;달걀:2:pcs;소금:1:tsp;후추:1:tsp;신선한 허브:10:g,아침식사
baked-eggs-in-avocado,nl,Gebakken eieren in avocado,Snijd de avocado doormidden en verwijder de pit.|Maak indien nodig de holte iets groter met een lepel.|Breek een ei in elke helft.|Bak op 180°C gedurende 12-15 minuten.|Serveer met verse kruiden.,410,18,14,32,1,20,Avocado:1:pcs;Eieren:2:pcs;Zout:1:tsp;Peper:1:tsp;Verse kruiden:10:g,ontbijt
baked-eggs-in-avocado,pl,Jajka pieczone w awokado,Przekrój awokado na pół i usuń pestkę.|W razie potrzeby lekko powiększ wgłębienie łyżką.|Wbij jajko do każdej połówki.|Piecz w 180°C przez 12-15 minut.|Podawaj ze świeżymi ziołami.,410,18,14,32,1,20,Awokado:1:pcs;Jajka:2:pcs;Sól:1:tsp;Pieprz:1:tsp;Świeże zioła:10:g,śniadanie
baked-eggs-in-avocado,pt-BR,Ovos assados no abacate,"Corte o abacate ao meio e retire o caroço.|Se necessário, aumente levemente a cavidade com uma colher.|Quebre um ovo em cada metade.|Asse a 180°C por 12-15 minutos.|Sirva com ervas frescas.",410,18,14,32,1,20,Abacate:1:pcs;Ovos:2:pcs;Sal:1:tsp;Pimenta:1:tsp;Ervas frescas:10:g,café da manhã
baked-eggs-in-avocado,ru,"Яйца, запечённые в авокадо","Авокадо разрежьте пополам, удалите косточку.|При необходимости слегка расширьте углубление ложкой.|Вбейте в каждую половинку яйцо.|Запекайте при 180°C 12-15 минут.|Подавайте с зеленью.",410,18,14,32,1,20,Авокадо:1:pcs;Яйца:2:pcs;Соль:1:tsp;Перец:1:tsp;Зелень:10:g,завтрак
baked-eggs-in-avocado,th,ไข่อบในอะโวคาโด,ผ่าอะโวคาโดครึ่ง เอาเมล็ดออก|หากจำเป็น ใช้ช้อนขยายหลุมเล็กน้อย|ตอกไข่ลงในแต่ละซีก|อบที่ 180 องศาเซลเซียส 12-15 นาที|เสิร์ฟพร้อมสมุนไพรสด,410,18,14,32,1,20,อะโวคาโด:1:pcs;ไข่:2:pcs;เกลือ:1:tsp;พริกไทย:1:tsp;สมุนไพรสด:10:g,อาหารเช้า
